epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
159,1847.7,0.14855,0.68363,1.09751,0.91797,0.93458,0.96946,0.43451,0.2612,0.85373,1.67699,0.000927159,0.000927159,0.000927159
160,1859.22,0.15409,0.7162,1.11759,0.9713,0.88785,0.96586,0.43943,0.25516,0.90834,1.64505,0.000916833,0.000916833,0.000916833
161,1870.91,0.15128,0.72614,1.12378,0.92051,0.8972,0.94038,0.45049,0.25009,0.9104,1.66421,0.000906517,0.000906517,0.000906517
162,1882.54,0.1519,0.71259,1.13005,0.95099,0.90664,0.94799,0.46718,0.24431,0.87311,1.62253,0.000896212,0.000896212,0.000896212
163,1894.1,0.14979,0.68389,1.10395,0.94166,0.90507,0.94664,0.43495,0.2534,0.91224,1.65031,0.00088592,0.00088592,0.00088592
164,1905.68,0.15277,0.71244,1.12172,0.89662,0.94393,0.93795,0.42992,0.25914,0.89903,1.68653,0.000875642,0.000875642,0.000875642
165,1917.27,0.14792,0.67535,1.10011,0.97187,0.90654,0.96562,0.44703,0.25359,0.91567,1.65786,0.000865378,0.000865378,0.000865378
166,1928.8,0.14699,0.66695,1.08666,0.97926,0.88236,0.94361,0.43714,0.25266,0.96102,1.65989,0.00085513,0.00085513,0.00085513
167,1940.53,0.14287,0.68422,1.0784,0.93241,0.88785,0.95956,0.42602,0.2525,0.93297,1.65317,0.000844899,0.000844899,0.000844899
168,1952.17,0.14431,0.64906,1.08805,0.90866,0.8785,0.89931,0.42144,0.25948,0.92331,1.71932,0.000834686,0.000834686,0.000834686
169,1963.79,0.14629,0.66988,1.0852,0.94144,0.90145,0.95883,0.4469,0.2581,0.8816,1.66826,0.000824492,0.000824492,0.000824492
170,1975.42,0.14848,0.68427,1.1082,0.89879,0.8785,0.92438,0.44399,0.25577,0.88152,1.64991,0.000814319,0.000814319,0.000814319
171,1987.1,0.14737,0.66374,1.09476,0.92088,0.87021,0.91529,0.44596,0.24976,0.92588,1.6485,0.000804167,0.000804167,0.000804167
172,1998.67,0.14384,0.66137,1.07568,0.94554,0.86916,0.92973,0.45629,0.25059,0.85591,1.67387,0.000794038,0.000794038,0.000794038
173,2010.22,0.14347,0.65205,1.10003,0.91256,0.87785,0.91048,0.46138,0.24585,0.91384,1.6408,0.000783933,0.000783933,0.000783933
174,2021.73,0.15299,0.70653,1.12646,0.9276,0.8785,0.93028,0.46567,0.25105,0.8971,1.69687,0.000773852,0.000773852,0.000773852
175,2033.09,0.13866,0.65886,1.0677,0.91689,0.85981,0.91332,0.43714,0.25164,0.8787,1.65876,0.000763797,0.000763797,0.000763797
176,2044.47,0.15116,0.67766,1.11867,0.92811,0.90654,0.94567,0.44822,0.25058,0.89978,1.63415,0.000753769,0.000753769,0.000753769
177,2055.93,0.14668,0.65518,1.08767,0.90874,0.86916,0.88786,0.43192,0.24859,0.89452,1.64436,0.000743769,0.000743769,0.000743769
178,2067.45,0.1502,0.66697,1.1009,0.93008,0.87019,0.91831,0.43218,0.24478,0.88326,1.65047,0.000733799,0.000733799,0.000733799
